f_account.nm_name;f_stagehistory.f_duration;f_stagehistory.f_velocity;f_stagehistory.nm_id;f_opportunity.nm_name;f_product.nm_name;f_stage.nm_stagename
Plano-Coudon;\N;52;2803;Plano-Coudon > CompuSci;CompuSci;Closed Lost
PLCs Plus International;\N;50;5322;PLCs Plus International > CompuSci;CompuSci;Closed Won
Plenus Group;\N;99;5323;Plenus Group > CompuSci;CompuSci;Closed Won
Plus One Health Management;12;14;643;Plus One Health Management > CompuSci;CompuSci;Discovery
Plus One Health Management;12;24;644;Plus One Health Management > CompuSci;CompuSci;Risk Assessment
Polaris Direct;\N;52;5329;Polaris Direct > CompuSci;CompuSci;Closed Won
Polu Kai Services;4;40;646;Polu Kai Services > CompuSci;CompuSci;Short List
Polu Kai Services;\N;35;5331;Polu Kai Services > PhoenixSoft;PhoenixSoft;Closed Won
Pongo Resume;29;\N;647;Pongo Resume > PhoenixSoft;PhoenixSoft;Interest
Pongo Resume;\N;57;5333;Pongo Resume > CompuSci;CompuSci;Closed Won
Portable Church Industries;\N;84;5336;Portable Church Industries > CompuSci;CompuSci;Closed Won
PostcardMania;17;\N;651;PostcardMania > CompuSci;CompuSci;Interest
Postmodern;17;\N;652;Postmodern > CompuSci;CompuSci;Interest
Postmodern;\N;56;2811;Postmodern > WonderKid;WonderKid;Closed Lost
Power Equipment Direct;\N;123;2814;Power Equipment Direct > CompuSci;CompuSci;Closed Lost
Power Home Technologies;\N;44;5339;Power Home Technologies > CompuSci;CompuSci;Closed Won
PowerON Services;11;\N;661;PowerON Services > CompuSci;CompuSci;Interest
PowerON Services;35;17;660;PowerON Services > CompuSci;CompuSci;Discovery
Practical Computer Applications;\N;125;2816;Practical Computer Applications > CompuSci;CompuSci;Closed Lost
Practice Management Center;\N;87;2817;Practice Management Center > CompuSci;CompuSci;Closed Lost
PreCash;\N;100;5346;PreCash > CompuSci;CompuSci;Closed Won
Precision Flow Technologies;25;\N;664;Precision Flow Technologies > CompuSci;CompuSci;Interest
Preferred Solutions;\N;59;5353;Preferred Solutions > CompuSci;CompuSci;Closed Won
Preludesys;25;\N;665;Preludesys > CompuSci;CompuSci;Interest
Premier BPO;\N;117;2821;Premier BPO > CompuSci;CompuSci;Closed Lost
Premier Integrity Solutions;23;\N;666;Premier Integrity Solutions > CompuSci;CompuSci;Interest
Premier Integrity Solutions;\N;106;5355;Premier Integrity Solutions > WonderKid;WonderKid;Closed Won
Prenova;15;24;669;Prenova > CompuSci;CompuSci;Risk Assessment
Prenova;27;34;667;Prenova > CompuSci;CompuSci;Conviction
Prenova;34;\N;668;Prenova > CompuSci;CompuSci;Interest
Prenova;6;48;670;Prenova > CompuSci;CompuSci;Short List
Prenova;\N;55;2825;Prenova > WonderKid;WonderKid;Closed Lost
Prime Property Investors;24;50;671;Prime Property Investors > PhoenixSoft;PhoenixSoft;Conviction
Prime Property Investors;26;82;672;Prime Property Investors > PhoenixSoft;PhoenixSoft;Risk Assessment
Prime Property Investors;\N;58;2831;Prime Property Investors > CompuSci;CompuSci;Closed Lost
PrintFlex Graphics;\N;51;5363;PrintFlex Graphics > CompuSci;CompuSci;Closed Won
Prisma Graphic;\N;94;5367;Prisma Graphic > CompuSci;CompuSci;Closed Won
Probus OneTouch;11;\N;677;Probus OneTouch > CompuSci;CompuSci;Interest
Probus OneTouch;15;24;679;Probus OneTouch > WonderKid;WonderKid;Discovery
Probus OneTouch;32;97;678;Probus OneTouch > WonderKid;WonderKid;Conviction
Processes Unlimited International;\N;49;5373;Processes Unlimited International > CompuSci;CompuSci;Closed Won
Professional Builders Supply;\N;89;5377;Professional Builders Supply > CompuSci;CompuSci;Closed Won
Professional Contractors Services;\N;84;2838;Professional Contractors Services > CompuSci;CompuSci;Closed Lost
Project Development Services;\N;100;5391;Project Development Services > CompuSci;CompuSci;Closed Won
Projility;\N;36;5394;Projility > CompuSci;CompuSci;Closed Won
Prometheus Laboratories;\N;52;5396;Prometheus Laboratories > CompuSci;CompuSci;Closed Won
ProSites;\N;97;2844;ProSites > CompuSci;CompuSci;Closed Lost
Proto Labs;27;24;695;Proto Labs > CompuSci;CompuSci;Discovery
Proto Labs;32;\N;696;Proto Labs > CompuSci;CompuSci;Interest
Providea Conferencing;\N;101;5406;Providea Conferencing > CompuSci;CompuSci;Closed Won
PSP & Digital;\N;101;2850;PSP & Digital > CompuSci;CompuSci;Closed Lost
Purchasing Power;\N;82;2854;Purchasing Power > CompuSci;CompuSci;Closed Lost
PureSafety;8;14;697;PureSafety > CompuSci;CompuSci;Discovery
Puritan Products;\N;68;5413;Puritan Products > CompuSci;CompuSci;Closed Won
Pyramid Consulting;\N;51;5419;Pyramid Consulting > CompuSci;CompuSci;Closed Won
Pyramid Services;\N;88;5420;Pyramid Services > CompuSci;CompuSci;Closed Won
Pyramyd Air;\N;88;5421;Pyramyd Air > CompuSci;CompuSci;Closed Won
QED National;15;\N;699;QED National > CompuSci;CompuSci;Interest
Qortex;\N;55;5424;Qortex > CompuSci;CompuSci;Closed Won
Quality Safety Edge;\N;100;5430;Quality Safety Edge > CompuSci;CompuSci;Closed Won
Quality Safety Edge;\N;91;5431;Quality Safety Edge > PhoenixSoft;PhoenixSoft;Closed Won
Qualys;\N;56;5433;Qualys > CompuSci;CompuSci;Closed Won
Quantech Services;\N;40;5435;Quantech Services > PhoenixSoft;PhoenixSoft;Closed Won
Quantech Services;\N;56;5434;Quantech Services > CompuSci;CompuSci;Closed Won
Quarles & Brady;5;20;701;Quarles & Brady > CompuSci;CompuSci;Discovery
Quickcomm Software Solutions;\N;71;5446;Quickcomm Software Solutions > CompuSci;CompuSci;Closed Won
R Square;\N;98;5448;R Square > CompuSci;CompuSci;Closed Won
R.W. Garcia;\N;91;2861;R.W. Garcia > CompuSci;CompuSci;Closed Lost
R2integrated;\N;106;2864;R2integrated > PhoenixSoft;PhoenixSoft;Closed Lost
R2integrated;\N;109;2863;R2integrated > CompuSci;CompuSci;Closed Lost
RailComm;26;117;715;RailComm > CompuSci;CompuSci;Conviction
RailComm;35;35;716;RailComm > CompuSci;CompuSci;Short List
Raising Cane's Chicken Fingers;\N;68;5457;Raising Cane's Chicken Fingers > CompuSci;CompuSci;Closed Won
Rapid Product Development Group;\N;60;5459;Rapid Product Development Group > CompuSci;CompuSci;Closed Won
Rapid7;\N;101;5460;Rapid7 > Grammar Plus;Grammar Plus;Closed Won
Rapid7;\N;94;2869;Rapid7 > CompuSci;CompuSci;Closed Lost
RDG Planning & Design;\N;83;5464;RDG Planning & Design > CompuSci;CompuSci;Closed Won
RDK Engineers;\N;82;5465;RDK Engineers > CompuSci;CompuSci;Closed Won
ReadyTalk;\N;65;2872;ReadyTalk > WonderKid;WonderKid;Closed Lost
ReadyTalk;\N;86;5470;ReadyTalk > CompuSci;CompuSci;Closed Won
Recommind;\N;70;5476;Recommind > CompuSci;CompuSci;Closed Won
Recommind;\N;71;5477;Recommind > PhoenixSoft;PhoenixSoft;Closed Won
Red Book Solutions;\N;62;2875;Red Book Solutions > CompuSci;CompuSci;Closed Lost
Redemption Plus;\N;50;5486;Redemption Plus > CompuSci;CompuSci;Closed Won
Redpepper;\N;35;5487;Redpepper > CompuSci;CompuSci;Closed Won
Regenesis Biomedical;\N;83;5489;Regenesis Biomedical > CompuSci;CompuSci;Closed Won
RehabAbilities;\N;AC Lens;5492;RehabAbilities > CompuSci;CompuSci;Closed Won
Reichard Staffing;\N;40;5493;Reichard Staffing > CompuSci;CompuSci;Closed Won
Reichardt Construction;11;36;6846;Reichardt Construction > PhoenixSoft;PhoenixSoft;Short List
Reichardt Construction;12;17;6509;Reichardt Construction > PhoenixSoft;PhoenixSoft;Discovery
Reichardt Construction;15;87;6669;Reichardt Construction > PhoenixSoft;PhoenixSoft;Negotiation
Reichardt Construction;\N;122;2877;Reichardt Construction > CompuSci;CompuSci;Closed Lost
Reichardt Construction;\N;58;5494;Reichardt Construction > PhoenixSoft;PhoenixSoft;Closed Won
Reliable Comfort;\N;93;5495;Reliable Comfort > CompuSci;CompuSci;Closed Won
Relocation.com;\N;114;2882;Relocation.com > CompuSci;CompuSci;Closed Lost
Renters Warehouse;11;17;729;Renters Warehouse > CompuSci;CompuSci;Discovery
Rent-n-Roll Custom Wheels and Tires (FL);14;14;731;Rent-n-Roll Custom Wheels and Tires (FL) > CompuSci;CompuSci;Discovery
Rent-n-Roll Custom Wheels and Tires (MS);\N;67;5501;Rent-n-Roll Custom Wheels and Tires (MS) > CompuSci;CompuSci;Closed Won
Ressco;34;\N;736;Ressco > PhoenixSoft;PhoenixSoft;Interest
Ressco;\N;48;5510;Ressco > CompuSci;CompuSci;Closed Won
RetailWorks Real Estate;\N;62;5518;RetailWorks Real Estate > WonderKid;WonderKid;Closed Won
RetailWorks Real Estate;\N;91;5517;RetailWorks Real Estate > CompuSci;CompuSci;Closed Won
Return Path;\N;49;5519;Return Path > CompuSci;CompuSci;Closed Won
RevereIT;\N;AMC Entertainment;5524;RevereIT > CompuSci;CompuSci;Closed Won
Revolution Prep;\N;96;2889;Revolution Prep > CompuSci;CompuSci;Closed Lost
RewardsNOW;\N;52;5526;RewardsNOW > Grammar Plus;Grammar Plus;Closed Won
RewardsNOW;\N;76;5525;RewardsNOW > CompuSci;CompuSci;Closed Won
RHG Group;\N;103;5528;RHG Group > CompuSci;CompuSci;Closed Won
Rhythmlink International;\N;110;5529;Rhythmlink International > CompuSci;CompuSci;Closed Won
RightStar;\N;87;2893;RightStar > CompuSci;CompuSci;Closed Lost
RigNet;22;\N;743;RigNet > CompuSci;CompuSci;Interest
RigNet;\N;91;2894;RigNet > WonderKid;WonderKid;Closed Lost
RigPower;\N;49;2895;RigPower > CompuSci;CompuSci;Closed Lost
Rising Sun Farms;\N;64;2898;Rising Sun Farms > CompuSci;CompuSci;Closed Lost
RMI;14;89;6671;RMI > CompuSci;CompuSci;Negotiation
RMI;\N;70;5540;RMI > CompuSci;CompuSci;Closed Won
Robanda International;28;21;746;Robanda International > CompuSci;CompuSci;Discovery
Robanda International;31;19;747;Robanda International > CompuSci;CompuSci;Short List
Robinson Radio;\N;100;5543;Robinson Radio > CompuSci;CompuSci;Closed Won
Robinson Radio;\N;57;2900;Robinson Radio > WonderKid;WonderKid;Closed Lost
RockCorps;\N;97;5545;RockCorps > CompuSci;CompuSci;Closed Won
Rockett Interactive;11;62;6672;Rockett Interactive > CompuSci;CompuSci;Negotiation
Rockett Interactive;13;36;751;Rockett Interactive > PhoenixSoft;PhoenixSoft;Short List
Rockett Interactive;20;12;748;Rockett Interactive > PhoenixSoft;PhoenixSoft;Discovery
Rockett Interactive;25;44;749;Rockett Interactive > PhoenixSoft;PhoenixSoft;Negotiation
Rockett Interactive;27;48;750;Rockett Interactive > PhoenixSoft;PhoenixSoft;Risk Assessment
Rockett Interactive;6;14;6511;Rockett Interactive > CompuSci;CompuSci;Discovery
Rockett Interactive;\N;64;5547;Rockett Interactive > CompuSci;CompuSci;Closed Won
Rockhouse Bar;\N;105;5549;Rockhouse Bar > CompuSci;CompuSci;Closed Won
Rocky Mountain Sanitation;\N;63;5550;Rocky Mountain Sanitation > CompuSci;CompuSci;Closed Won
Rollins-PCI Construction;16;20;753;Rollins-PCI Construction > CompuSci;CompuSci;Discovery
Rollins-PCI Construction;28;128;754;Rollins-PCI Construction > WonderKid;WonderKid;Conviction
Rollins-PCI Construction;32;21;755;Rollins-PCI Construction > WonderKid;WonderKid;Discovery
Ropes & Gray;\N;107;5552;Ropes & Gray > CompuSci;CompuSci;Closed Won
Ross Mortgage;\N;109;5555;Ross Mortgage > CompuSci;CompuSci;Closed Won
Round2;23;\N;757;Round2 > Grammar Plus;Grammar Plus;Interest
Round2;\N;69;5556;Round2 > CompuSci;CompuSci;Closed Won
Rowpar Pharmaceuticals;\N;79;2903;Rowpar Pharmaceuticals > CompuSci;CompuSci;Closed Lost
Royal Buying Group;\N;54;5560;Royal Buying Group > PhoenixSoft;PhoenixSoft;Closed Won
Royal Buying Group;\N;89;5559;Royal Buying Group > CompuSci;CompuSci;Closed Won
Rumsey Electric;\N;46;5566;Rumsey Electric > CompuSci;CompuSci;Closed Won
Rumsey Engineers;\N;77;5567;Rumsey Engineers > CompuSci;CompuSci;Closed Won
S and Y Industries;\N;81;5572;S and Y Industries > CompuSci;CompuSci;Closed Won
S3;\N;91;5574;S3 > CompuSci;CompuSci;Closed Won
Safeguard Properties;\N;35;5580;Safeguard Properties > CompuSci;CompuSci;Closed Won
SafeNet;29;24;761;SafeNet > CompuSci;CompuSci;Discovery
Safety Sam;18;\N;762;Safety Sam > WonderKid;WonderKid;Interest
Safety Sam;\N;91;2908;Safety Sam > CompuSci;CompuSci;Closed Lost
Safety Technology International;\N;89;5582;Safety Technology International > CompuSci;CompuSci;Closed Won
Sahni Enterprises;10;94;6674;Sahni Enterprises > CompuSci;CompuSci;Negotiation
Sahni Enterprises;13;39;6413;Sahni Enterprises > CompuSci;CompuSci;Conviction
Sahni Enterprises;3;\N;6556;Sahni Enterprises > CompuSci;CompuSci;Interest
Sanger & Eby;\N;85;2913;Sanger & Eby > CompuSci;CompuSci;Closed Lost
Sarah Cannon Research Institute;\N;80;5595;Sarah Cannon Research Institute > CompuSci;CompuSci;Closed Won
Sarah Cannon Research Institute;\N;81;5596;Sarah Cannon Research Institute > PhoenixSoft;PhoenixSoft;Closed Won
Savannah Bee;\N;89;2916;Savannah Bee > CompuSci;CompuSci;Closed Lost
SB&B Foods;\N;76;5607;SB&B Foods > CompuSci;CompuSci;Closed Won
SC&H Group;\N;77;5608;SC&H Group > CompuSci;CompuSci;Closed Won
Schermer Kuehl;\N;83;5610;Schermer Kuehl > CompuSci;CompuSci;Closed Won
Schiff Hardin;5;53;774;Schiff Hardin > CompuSci;CompuSci;Short List
Schipul;\N;89;5612;Schipul > CompuSci;CompuSci;Closed Won
Schultz and Summers Engineering;\N;110;5617;Schultz and Summers Engineering > CompuSci;CompuSci;Closed Won
SCI Consulting Services;\N;51;5619;SCI Consulting Services > CompuSci;CompuSci;Closed Won
SCI Consulting Services;\N;67;2922;SCI Consulting Services > WonderKid;WonderKid;Closed Lost
Scientific Certification Systems;\N;77;5620;Scientific Certification Systems > Grammar Plus;Grammar Plus;Closed Won
Scientific Certification Systems;\N;91;2923;Scientific Certification Systems > CompuSci;CompuSci;Closed Lost
ScripNet;\N;105;2927;ScripNet > CompuSci;CompuSci;Closed Lost
SDLC Partners;\N;110;5628;SDLC Partners > CompuSci;CompuSci;Closed Won
Search Technologies;\N;50;5632;Search Technologies > WonderKid;WonderKid;Closed Won
Search Technologies;\N;74;5631;Search Technologies > CompuSci;CompuSci;Closed Won
SeaSpine;\N;81;5633;SeaSpine > CompuSci;CompuSci;Closed Won
Seaway Printing;34;\N;782;Seaway Printing > CompuSci;CompuSci;Interest
SecondMarket;30;27;784;SecondMarket > Grammar Plus;Grammar Plus;Short List
SecondMarket;\N;73;5635;SecondMarket > CompuSci;CompuSci;Closed Won
SecureWorks;\N;36;5639;SecureWorks > CompuSci;CompuSci;Closed Won
SecureWorks;\N;77;5640;SecureWorks > Grammar Plus;Grammar Plus;Closed Won
Security 101;\N;52;5642;Security 101 > CompuSci;CompuSci;Closed Won
Security 101;\N;71;2929;Security 101 > PhoenixSoft;PhoenixSoft;Closed Lost
Security Card Services;\N;88;5644;Security Card Services > CompuSci;CompuSci;Closed Won
Security Management Consulting;25;13;787;Security Management Consulting > CompuSci;CompuSci;Discovery
SecurityMetrics;10;48;789;SecurityMetrics > CompuSci;CompuSci;Negotiation
SecurityMetrics;27;\N;788;SecurityMetrics > CompuSci;CompuSci;Interest
SecurityMetrics;34;109;790;SecurityMetrics > WonderKid;WonderKid;Conviction
Sedgwick, Detert, Moran & Arnold;\N;89;5645;Sedgwick, Detert, Moran & Arnold > CompuSci;CompuSci;Closed Won
Seed Corn Advertising;\N;101;5648;Seed Corn Advertising > WonderKid;WonderKid;Closed Won
Seed Corn Advertising;\N;AC Lens;5647;Seed Corn Advertising > CompuSci;CompuSci;Closed Won
SEI Boston;\N;103;2932;SEI Boston > CompuSci;CompuSci;Closed Lost
Select Marketing Solutions;\N;101;5655;Select Marketing Solutions > PhoenixSoft;PhoenixSoft;Closed Won
Select Marketing Solutions;\N;98;5654;Select Marketing Solutions > CompuSci;CompuSci;Closed Won
Selerant;\N;37;5657;Selerant > CompuSci;CompuSci;Closed Won
Semper Home Loans;\N;100;5658;Semper Home Loans > CompuSci;CompuSci;Closed Won
Senn Dunn Insurance;\N;47;5666;Senn Dunn Insurance > CompuSci;CompuSci;Closed Won
Senovva;7;18;793;Senovva > CompuSci;CompuSci;Discovery
Senovva;7;69;794;Senovva > CompuSci;CompuSci;Negotiation
Sensis;\N;72;5670;Sensis > PhoenixSoft;PhoenixSoft;Closed Won
Sensis;\N;80;5669;Sensis > CompuSci;CompuSci;Closed Won
Serpa Packaging Solutions;15;\N;800;Serpa Packaging Solutions > CompuSci;CompuSci;Interest
Serpa Packaging Solutions;22;97;801;Serpa Packaging Solutions > CompuSci;CompuSci;Negotiation
Service Express;\N;83;5677;Service Express > CompuSci;CompuSci;Closed Won
ServiceForce;17;44;806;ServiceForce > CompuSci;CompuSci;Short List
ServiceForce;19;45;803;ServiceForce > CompuSci;CompuSci;Conviction
ServiceForce;33;22;804;ServiceForce > CompuSci;CompuSci;Discovery
ServiceForce;7;21;805;ServiceForce > CompuSci;CompuSci;Risk Assessment
Servigistics;\N;95;2937;Servigistics > CompuSci;CompuSci;Closed Lost
SES Advisors;\N;74;5680;SES Advisors > CompuSci;CompuSci;Closed Won
Sewell Direct;\N;83;5684;Sewell Direct > CompuSci;CompuSci;Closed Won
Seyfarth Shaw;\N;52;5685;Seyfarth Shaw > CompuSci;CompuSci;Closed Won
SGA Group;\N;72;5686;SGA Group > CompuSci;CompuSci;Closed Won
SGIS;2;45;809;SGIS > CompuSci;CompuSci;Short List
SGIS;28;121;808;SGIS > CompuSci;CompuSci;Conviction
Shannon & Wilson;24;55;810;Shannon & Wilson > CompuSci;CompuSci;Short List
Sharper Impressions Painting;\N;80;2940;Sharper Impressions Painting > CompuSci;CompuSci;Closed Lost
Sheppard, Mullin, Richter & Hampton;\N;59;5692;Sheppard, Mullin, Richter & Hampton > CompuSci;CompuSci;Closed Won
Shoptech Industrial Software;\N;75;5696;Shoptech Industrial Software > CompuSci;CompuSci;Closed Won
Shorts Brewing;\N;64;5697;Shorts Brewing > Grammar Plus;Grammar Plus;Closed Won
Shorts Brewing;\N;92;2942;Shorts Brewing > CompuSci;CompuSci;Closed Lost
ShuBee;\N;80;5698;ShuBee > CompuSci;CompuSci;Closed Won
Sierra Credit;\N;62;5702;Sierra Credit > Grammar Plus;Grammar Plus;Closed Won
Sierra Credit;\N;89;5701;Sierra Credit > CompuSci;CompuSci;Closed Won
Sierra Nevada;22;100;813;Sierra Nevada > CompuSci;CompuSci;Conviction
Silicon Forest Electronics;\N;42;5710;Silicon Forest Electronics > CompuSci;CompuSci;Closed Won
SilverTech;\N;102;5712;SilverTech > CompuSci;CompuSci;Closed Won
simpleview;\N;119;2948;simpleview > CompuSci;CompuSci;Closed Lost
SingleSource Property Solutions;\N;113;2951;SingleSource Property Solutions > CompuSci;CompuSci;Closed Lost
SingleSource Property Solutions;\N;67;5719;SingleSource Property Solutions > PhoenixSoft;PhoenixSoft;Closed Won
Siren Interactive;\N;68;5720;Siren Interactive > CompuSci;CompuSci;Closed Won
Sitewire;\N;66;5721;Sitewire > CompuSci;CompuSci;Closed Won
Skadden, Arps, Slate, Meagher & Flom;\N;55;5724;Skadden, Arps, Slate, Meagher & Flom > CompuSci;CompuSci;Closed Won
SkinCareRx;\N;110;5725;SkinCareRx > CompuSci;CompuSci;Closed Won
SkinCareRx;\N;49;5726;SkinCareRx > Grammar Plus;Grammar Plus;Closed Won
SLM - Facility Solutions Nationwide;\N;73;5734;SLM - Facility Solutions Nationwide > CompuSci;CompuSci;Closed Won
Smart Destinations;\N;95;5736;Smart Destinations > CompuSci;CompuSci;Closed Won
Smart IMS;\N;85;5737;Smart IMS > CompuSci;CompuSci;Closed Won
Smarter Security Systems;\N;85;5739;Smarter Security Systems > CompuSci;CompuSci;Closed Won
Smile Brands Group;\N;102;2953;Smile Brands Group > CompuSci;CompuSci;Closed Lost
Smith-Dahmer Associates;\N;69;5749;Smith-Dahmer Associates > CompuSci;CompuSci;Closed Won
Smith's Machine;19;\N;828;Smith's Machine > CompuSci;CompuSci;Interest
Snack Factory;\N;53;2955;Snack Factory > CompuSci;CompuSci;Closed Lost
Snapcab By Bostock;\N;71;5754;Snapcab By Bostock > CompuSci;CompuSci;Closed Won
SNL Financial;\N;47;5756;SNL Financial > CompuSci;CompuSci;Closed Won
Soft Tech Consulting;18;15;832;Soft Tech Consulting > CompuSci;CompuSci;Discovery
Soft Tech Consulting;18;\N;833;Soft Tech Consulting > CompuSci;CompuSci;Interest
Soft Tech Consulting;\N;37;5760;Soft Tech Consulting > Grammar Plus;Grammar Plus;Closed Won
Software Transformations;\N;90;5766;Software Transformations > CompuSci;CompuSci;Closed Won
SoftWriters;14;AMC Entertainment;6418;SoftWriters > CompuSci;CompuSci;Conviction
SoftWriters;7;34;6680;SoftWriters > CompuSci;CompuSci;Negotiation
SoftWriters;\N;100;5767;SoftWriters > CompuSci;CompuSci;Closed Won
Sole Supports;\N;77;5768;Sole Supports > CompuSci;CompuSci;Closed Won
Solid Earth;17;10;834;Solid Earth > CompuSci;CompuSci;Discovery
Solution Design Group;\N;109;2960;Solution Design Group > CompuSci;CompuSci;Closed Lost
Soul Construction;\N;37;5775;Soul Construction > CompuSci;CompuSci;Closed Won
Soul Construction;\N;81;5776;Soul Construction > Grammar Plus;Grammar Plus;Closed Won
Source Abroad;\N;42;5778;Source Abroad > CompuSci;CompuSci;Closed Won
Source Abroad;\N;91;5779;Source Abroad > PhoenixSoft;PhoenixSoft;Closed Won
Source Technologies;\N;57;5780;Source Technologies > CompuSci;CompuSci;Closed Won
Source Technologies;\N;65;5781;Source Technologies > WonderKid;WonderKid;Closed Won
South Cypress;\N;39;5783;South Cypress > Grammar Plus;Grammar Plus;Closed Won
South Cypress;\N;43;5782;South Cypress > CompuSci;CompuSci;Closed Won
Southeast Media;\N;58;2963;Southeast Media > CompuSci;CompuSci;Closed Lost
